wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
6,2,0,6,9,13,4,4,5,0.8,28,1.0,0,0.903225806,0.4,0,0,3.5,1,0.5
7,2,0,16,35,9,4,14,5,0.566666667,229,0.8,3,0.848484848,0.326530612,1,1,31.0,1,0.7143
11,1,0,17,26,31,16,2,7,0.892307692,362,0.615384615,1,0.0,0.3,0,0,30.72727273,5,2.1818
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.555555556,0,0,7.0,2,1.3333
8,4,0,16,12,0,15,1,8,0.285714286,64,1.0,0,0.818181818,0.4375,0,0,6.75,1,0.5
10,1,0,5,21,45,0,5,10,2.0,116,0.0,0,0.0,0.5,0,0,10.6,1,0.9
8,1,5,19,9,16,12,8,8,0.761904762,40,1.0,1,0.0,0.3125,0,0,3.625,1,0.875
4,1,0,3,12,6,1,2,4,0.666666667,37,1.0,1,0.0,0.5,0,0,8.0,2,1.0
10,1,0,3,17,0,2,1,9,0.555555556,249,0.0,1,0.0,0.466666667,0,0,23.4,5,2.1
1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0
2,2,0,9,7,1,1,8,1,1.0,28,0.0,0,0.947368421,0.625,1,1,12.5,1,0.5
39,7,0,30,173,511,9,28,8,0.814912281,1973,0.9,5,0.946608947,0.172932331,3,4,48.82051282,15,2.359
6,2,1,4,18,0,1,3,6,0.4,162,1.0,1,0.285714286,0.416666667,2,2,25.66666667,2,1.0
1,1,0,13,1,0,13,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,1,0,0,17,1,0,0,2,2.0,103,0.0,0,0.0,0.5,0,0,50.0,10,5.0
5,2,0,12,17,6,1,12,3,0.583333333,88,1.0,0,0.555555556,0.4,1,2,16.0,1,0.8
7,1,0,3,30,0,0,3,4,0.333333333,212,0.0,1,0.0,0.476190476,0,0,29.0,7,2.1429
9,2,0,4,13,36,1,3,9,1.125,58,0.0,0,0.3,0.259259259,0,0,5.333333333,1,0.7778
12,3,0,7,46,0,1,7,12,0.613636364,343,1.0,0,0.592592593,0.208333333,2,2,27.25,7,1.75
2,4,0,2,6,0,1,1,2,0.0,20,1.0,0,0.944444444,0.75,0,0,8.5,1,0.5
8,1,0,3,19,2,1,2,6,0.178571429,116,1.0,2,0.0,0.34375,0,0,13.0,2,1.0
11,1,0,4,34,0,3,1,1,0.785714286,312,1.0,0,0.0,0.85,0,0,26.09090909,3,1.7273
5,6,0,7,36,4,2,6,1,0.464285714,247,1.0,2,0.994056464,0.5,2,4,47.0,4,1.8
34,2,0,19,47,525,5,17,33,0.963636364,261,0.933333333,2,0.418181818,0.161616162,1,2,6.235294118,2,0.9706
1,1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
3,4,0,5,25,3,0,5,1,1.5,191,1.0,0,0.960784314,1.0,2,3,62.33333333,13,4.6667
12,4,2,21,20,54,12,11,7,0.545454545,83,1.0,1,0.823529412,0.333333333,0,0,5.833333333,1,0.5
6,3,0,4,21,1,0,4,6,0.7,136,1.0,0,0.880952381,0.416666667,2,2,21.0,1,0.8333
1,4,1,3,2,0,2,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0
7,4,0,13,16,21,7,6,7,2.0,45,0.0,0,0.978723404,0.392857143,3,4,5.428571429,1,0.5714
3,1,0,2,9,1,2,0,2,1.0,67,0.0,0,0.0,0.5,0,0,19.0,1,0.3333
2,3,0,7,12,1,0,7,1,2.0,52,0.0,0,0.947368421,0.833333333,0,0,25.0,5,2.5
6,1,0,9,29,0,2,7,0,0.45,395,0.666666667,5,0.0,0.479166667,0,0,62.83333333,1,0.6667
2,4,0,2,4,1,0,2,2,2.0,315,0.0,0,0.976190476,1.0,0,0,156.5,1,0.5
5,1,0,2,6,0,1,1,5,0.583333333,43,1.0,2,0.0,0.4,0,0,7.0,1,0.8
1,1,0,4,1,0,3,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,2,1,5,13,4,1,5,4,2.0,96,0.0,0,0.823529412,0.5,1,4,23.0,10,3.0
13,3,4,12,42,54,5,7,8,0.791666667,233,1.0,1,0.714285714,0.261538462,1,3,16.61538462,6,2.0
1,4,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0
4,3,0,3,5,0,1,2,3,1.333333333,27,0.0,0,0.892857143,0.5,1,2,5.5,1,0.75
5,1,0,2,14,0,1,1,4,1.24380805,1114,0.009287926,0,0.0,0.5,0,0,157.2,9,2.2
2,3,0,4,4,1,1,3,2,2.0,13,0.0,0,0.976190476,0.75,1,1,5.5,1,0.5
21,4,0,12,102,160,0,12,13,0.85,782,1.0,0,0.75308642,0.178571429,3,6,36.0,7,1.5238
14,2,4,15,34,73,11,7,9,0.641025641,159,1.0,0,0.675675676,0.1875,1,3,10.14285714,3,1.0714
8,2,1,7,24,12,1,6,8,0.936507937,179,0.555555556,0,0.533333333,0.333333333,0,0,20.25,7,2.25
8,1,0,4,10,4,4,0,8,0.5,75,1.0,0,0.0,0.75,0,0,8.125,2,0.875
12,1,0,21,43,24,15,7,9,0.704545455,346,0.25,3,0.0,0.272727273,0,0,27.5,6,2.1667
13,3,0,10,48,0,3,9,13,0.583333333,359,1.0,0,0.586206897,0.211538462,2,2,26.30769231,7,1.6923
74,1,1,53,147,2353,41,20,48,0.913894325,1785,0.666666667,5,0.0,0.106979778,0,0,22.83783784,6,1.6486
7,4,0,7,8,9,1,7,7,0.0,49,1.0,1,0.925925926,0.357142857,1,1,5.857142857,1,0.8571
262,4,3,81,540,19801,54,49,218,0.935644157,9460,0.625,12,0.713024283,0.06248158,3,18,34.86259542,29,3.458
3,3,0,7,7,3,2,5,3,1.5,26,0.0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667
23,4,0,3,26,253,0,3,23,2.0,127,0.0,0,0.788461538,0.52173913,1,6,4.52173913,1,0.9565
2,4,0,5,5,1,0,5,2,2.0,15,0.0,0,0.979591837,0.75,1,6,6.5,1,0.5
0,1,0,1,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
6,1,0,13,9,0,9,7,6,0.666666667,42,1.0,3,0.0,0.333333333,0,0,5.5,1,0.8333
17,1,3,18,19,84,15,3,16,0.994047619,152,0.0,2,0.0,0.317647059,0,0,6.705882353,4,1.1176
29,2,102,184,66,346,181,8,19,0.839285714,375,1.0,3,0.243243243,0.191570881,1,1,11.72413793,5,1.3448
6,1,0,2,41,13,0,2,5,0.6,372,0.0,0,0.0,0.28,0,0,60.83333333,11,3.0
11,3,0,11,36,17,2,9,9,0.733333333,267,0.833333333,0,0.608695652,0.3,2,2,22.72727273,8,1.9091
3,1,0,0,4,3,0,0,3,2.0,20,0.0,0,0.0,0.5,0,0,5.666666667,2,1.0
10,1,0,8,21,0,1,8,10,0.711111111,205,0.0,5,0.0,0.4,0,0,18.5,3,1.7
3,3,0,5,11,3,0,5,3,1.0,55,1.0,0,0.958333333,0.666666667,1,2,17.0,1,0.6667
30,2,0,7,43,183,3,4,27,0.864942529,391,0.916666667,9,0.297297297,0.287356322,1,6,11.63333333,2,0.9
5,2,18,21,6,10,20,1,5,1.25,13,0.0,0,0.636363636,0.6,0,0,1.0,1,0.8
33,3,0,17,151,322,6,16,23,0.901442308,1758,0.576923077,0,0.392156863,0.142857143,1,2,51.48484848,17,2.1212
20,3,0,18,53,126,4,17,14,0.782894737,299,1.0,2,0.672727273,0.16,1,1,13.55,2,1.05
4,1,0,1,11,2,1,0,2,0.777777778,61,0.0,0,0.0,0.5,1,1,13.5,6,2.0
5,3,0,9,43,0,0,9,5,0.666666667,276,1.0,0,0.902439024,0.533333333,2,3,53.6,1,0.8
3,1,0,2,6,1,2,0,1,0.5,21,1.0,0,0.0,0.5,0,0,5.666666667,2,0.6667
13,4,1,4,26,8,2,2,12,0.541666667,257,0.5,0,0.771428571,0.269230769,2,4,18.61538462,5,1.8462
9,2,0,4,13,36,2,2,9,1.125,64,0.0,0,0.3,0.333333333,0,0,5.888888889,1,0.7778
10,4,0,7,17,13,1,6,10,0.555555556,82,1.0,1,0.95625,0.375,1,1,7.0,2,0.8
3,1,0,11,28,3,1,10,2,1.5,111,0.0,0,0.0,0.833333333,0,0,35.66666667,7,2.6667
5,3,0,25,32,0,2,23,4,0.25,269,1.0,1,0.933333333,0.333333333,1,4,52.6,5,1.8
4,3,0,8,42,2,0,8,4,0.666666667,242,1.0,0,0.925,0.75,2,3,59.0,1,0.75
18,1,7,40,22,147,40,0,17,0.921568627,314,1.0,0,0.0,0.25,0,0,16.27777778,1,0.9444
96,4,2,15,197,0,2,13,66,0.919838057,2568,1.0,2,0.497354497,0.180871212,1,26,25.61458333,11,2.0938
5,2,0,6,20,0,1,5,5,0.5,141,1.0,2,0.555555556,0.4,1,2,26.6,1,0.8
5,3,2,18,16,8,18,0,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8
11,2,0,3,14,33,1,3,11,0.9,66,0.75,0,0.4375,0.327272727,1,2,4.636363636,1,0.8182
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,1,0,69,4,6,69,0,4,2.0,4,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0
7,1,0,40,7,21,40,0,7,2.0,7,0.0,0,0.0,0.523809524,0,0,0.0,1,1.0
8,1,0,0,8,28,0,0,8,2.0,8,0.0,0,0.0,0.75,0,0,0.0,1,1.0
4,1,0,4,5,0,3,1,4,0.333333333,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75
3,1,0,10,10,0,9,1,1,0.0,49,0.0,0,0.0,1.0,0,0,14.33333333,1,0.6667
4,4,0,3,11,4,1,2,2,0.666666667,32,0.0,0,0.968253968,0.5,2,2,6.75,1,0.5
5,2,1,4,9,10,3,1,5,2.0,31,0.0,0,0.75,0.5,1,2,5.2,1,0.6
16,2,1,13,47,48,8,10,14,0.780952381,443,1.0,2,0.166666667,0.241071429,0,0,26.25,14,2.625
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0
10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.285714286,0,0,7.3,3,1.2
21,4,0,2,25,210,0,2,21,2.0,120,0.0,0,0.824561404,0.523809524,0,0,4.714285714,1,0.9524
14,4,0,9,40,0,1,8,13,0.576923077,175,0.5,1,0.941704036,0.295918367,2,3,11.35714286,1,0.9286
7,1,0,39,7,21,39,0,7,2.0,7,0.0,0,0.0,0.523809524,0,0,0.0,1,1.0
3,2,0,3,5,3,1,2,0,2.0,22,0.0,0,0.5,0.555555556,0,0,6.333333333,2,1.3333
10,1,1,0,15,45,0,0,9,2.0,53,0.0,0,0.0,0.228571429,0,0,4.3,1,0.9
10,3,0,31,54,0,0,31,10,0.185185185,600,1.0,2,0.8875,0.257142857,2,9,58.7,7,2.5
12,3,0,8,47,0,2,8,12,0.590909091,353,1.0,0,0.592592593,0.208333333,2,2,28.08333333,7,1.75
5,1,0,4,9,0,3,1,5,0.166666667,233,1.0,1,0.0,0.533333333,0,0,45.0,4,1.4
20,2,0,2,48,188,0,2,19,0.947368421,312,1.0,0,0.1,0.25,0,0,14.25,10,2.15
54,1,0,33,141,651,3,30,7,0.766925638,1861,0.705882353,1,0.0,0.174004193,0,0,33.14814815,14,3.1667
12,2,0,7,36,36,1,7,8,0.869565217,492,1.0,4,0.541666667,0.319444444,1,3,38.08333333,13,3.5833
138,2,0,114,428,8413,63,67,130,0.950364964,3670,0.733333333,17,0.086666667,0.05200341,1,2,25.26811594,5,1.3333
10,2,0,5,35,25,0,5,7,0.761904762,272,0.0,0,0.692307692,0.361111111,2,3,25.5,5,1.8
3,2,0,12,16,3,1,12,1,2.0,101,0.0,0,0.75,0.5,1,2,32.66666667,7,2.6667
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,0.5,0,0,0.0,1,1.0
45,2,0,13,63,862,3,10,16,0.896780303,962,0.875,6,0.463414634,0.119298246,1,5,19.84444444,5,1.5556
13,2,0,5,24,56,2,3,11,0.777777778,141,0.666666667,0,0.523809524,0.5,1,6,9.615384615,2,0.8462
2,3,0,4,4,1,0,4,1,2.0,9,0.0,0,0.923076923,0.75,1,1,3.5,1,0.5
8,5,0,4,10,28,1,3,8,1.142857143,32,0.0,0,0.951048951,0.416666667,3,19,2.875,2,1.0
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.923076923,0.666666667,1,2,3.0,1,0.3333
10,1,0,11,20,45,1,10,9,2.0,52,0.0,0,0.0,0.15,0,0,4.2,1,0.9
2,1,0,9,8,1,2,7,2,2.0,24,0.0,0,0.0,0.5,0,0,11.0,1,0.5
2,2,0,7,9,1,0,7,2,2.0,48,0.0,0,0.666666667,0.6,1,1,23.0,4,2.0
3,4,0,8,22,3,0,8,3,2.0,207,0.0,0,0.964285714,0.666666667,2,4,68.0,4,1.6667
47,2,1,20,75,999,7,16,39,0.691304348,529,1.0,3,0.224137931,0.232269504,1,1,10.14893617,7,1.2128
3,4,0,8,17,1,0,8,3,0.0,75,1.0,0,0.964285714,0.666666667,3,3,23.0,1,0.6667
7,2,0,4,16,3,1,4,6,0.583333333,81,1.0,1,0.75,0.428571429,1,1,10.28571429,4,1.2857
18,1,0,0,19,153,0,0,18,2.0,40,0.0,0,0.0,0.285714286,0,0,1.222222222,1,0.9444
6,3,0,12,14,5,9,5,5,0.938461538,87,0.153846154,1,0.6,0.4,1,1,11.33333333,1,0.6667
48,1,0,21,119,742,8,20,32,0.89106383,1211,0.64,6,0.0,0.115277778,0,0,23.70833333,2,0.9792
96,2,0,9,117,3214,5,4,93,0.981194559,1478,0.483146067,34,0.106796117,0.313684211,1,6,13.46875,3,0.9896
9,1,0,17,42,28,1,17,3,0.791666667,210,0.666666667,1,0.0,0.232142857,0,0,22.0,6,1.5556
18,1,0,3,27,97,0,3,17,0.774509804,165,1.0,0,0.0,0.172222222,0,0,7.833333333,1,0.8333
7,5,0,9,28,0,4,5,7,0.708333333,215,0.5,0,0.863636364,0.342857143,1,4,29.14285714,9,2.8571
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0
8,2,0,3,13,0,1,2,7,0.5,204,0.875,1,0.666666667,0.3,1,4,23.5,2,1.0
3,1,0,4,4,3,1,3,3,2.0,7,0.0,0,0.0,0.833333333,0,0,1.333333333,1,0.6667
4,1,0,2,17,6,1,1,4,2.0,53,0.0,0,0.0,0.875,0,0,12.25,1,0.75
14,1,0,14,42,53,2,12,11,0.794871795,213,1.0,1,0.0,0.230769231,0,0,13.78571429,3,1.3571
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0
13,4,0,14,31,0,0,14,13,0.0,120,1.0,1,0.6,0.205128205,0,0,8.153846154,1,0.9231
8,1,0,16,21,26,3,14,2,0.928571429,691,1.0,3,0.0,0.3125,0,0,84.875,15,7.875
4,7,0,7,13,6,0,7,3,2.0,81,0.0,0,0.96,0.5,3,8,19.25,1,0.75
15,1,0,3,30,79,1,2,14,0.795238095,923,0.666666667,4,0.0,0.25,0,0,59.53333333,12,2.7333
28,2,0,17,61,0,1,16,17,0.682539683,664,1.0,1,0.697674419,0.157738095,1,9,22.46428571,6,1.3929
24,2,0,7,39,204,2,5,21,0.882608696,418,0.7,1,0.34375,0.298611111,1,6,16.0,4,1.2917
11,0,0,6,22,41,0,6,11,0.833333333,99,1.0,2,0.0,0.393939394,0,0,7.727272727,5,1.2727
1,2,0,7,4,0,3,5,1,2.0,12,0.0,0,1.0,1.0,0,0,11.0,0,0.0
8,5,0,29,45,0,1,29,8,0.142857143,241,1.0,1,0.933962264,0.270833333,4,5,29.0,6,1.875
7,2,0,16,17,19,8,8,6,0.333333333,53,0.0,0,0.75,0.457142857,1,1,6.428571429,1,0.8571
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
16,1,0,3,17,78,2,1,16,0.533333333,172,1.0,0,0.0,0.291666667,0,0,9.5,9,1.625
36,2,0,10,52,366,6,4,34,0.865306122,621,0.928571429,5,0.25,0.282407407,1,6,15.86111111,4,1.1389
108,1,0,60,341,4268,5,55,75,0.93564753,3365,0.714285714,16,0.0,0.078971963,0,0,29.83333333,34,2.0556
18,2,2,9,33,151,2,7,3,0.950980392,1365,1.0,0,0.407407407,0.236111111,1,1,74.5,2,0.9444
4,1,0,51,4,6,47,5,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0
5,1,0,2,7,4,0,2,4,0.5,25,1.0,0,0.0,0.6,0,0,3.8,1,0.8
2,2,0,10,9,1,1,9,2,2.0,107,0.0,0,0.947368421,0.625,2,2,52.5,1,0.5
3,4,0,8,15,3,0,8,1,2.0,49,0.0,0,0.948717949,0.666666667,2,2,15.33333333,1,0.6667
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333
11,2,0,5,25,43,2,3,9,0.8,182,0.0,0,0.578947368,0.418181818,1,6,15.36363636,2,1.0909
2,4,0,10,10,1,0,10,2,2.0,26,0.0,0,0.989690722,0.6,2,4,12.0,1,0.5
2,2,0,10,17,1,6,5,2,2.0,87,0.0,0,0.941176471,1.0,1,1,42.5,1,0.5
5,1,0,1,19,0,1,0,3,0.5,108,1.0,0,0.0,0.533333333,0,0,20.2,3,1.4
38,2,2,13,98,421,10,4,24,0.817567568,1100,0.75,1,0.556962025,0.174174174,1,17,27.84210526,11,2.6053
8,3,0,16,56,14,1,16,4,0.928571429,297,0.25,0,0.769230769,0.371428571,0,0,35.625,6,2.25
5,4,0,10,25,8,0,10,3,0.5,145,1.0,1,0.904761905,0.44,2,5,27.8,1,0.8
24,2,0,9,49,0,0,9,19,0.0,142,1.0,1,0.705128205,0.21875,1,5,4.875,1,0.9583
21,5,0,36,139,74,23,21,14,0.566666667,785,1.0,5,0.970282318,0.206349206,1,1,36.0952381,29,3.2381
13,2,0,4,27,46,1,3,11,0.777777778,201,0.333333333,0,0.523809524,0.333333333,1,6,14.23076923,2,1.0769
14,6,0,14,87,51,5,13,1,0.817307692,497,1.0,1,0.980938416,0.5,4,12,33.92857143,3,1.4286
3,2,0,9,15,3,0,9,3,2.0,50,0.0,0,0.75,0.555555556,0,0,15.66666667,4,1.6667
3,3,0,4,8,0,1,4,1,0.75,40,0.5,0,0.960784314,0.555555556,2,7,11.66666667,1,0.6667
5,4,0,2,10,10,0,2,5,2.0,31,0.0,0,0.959183673,0.45,1,2,5.2,1,0.8
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0
3,1,0,2,15,3,2,0,2,2.0,91,0.0,0,0.0,0.444444444,0,0,29.33333333,7,3.3333
5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8
6,1,0,2,6,15,1,1,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0
26,1,1,9,47,0,4,5,24,0.08,236,1.0,1,0.0,0.258241758,0,0,8.038461538,2,1.0
19,4,0,12,57,125,3,12,15,0.833333333,326,1.0,0,0.772151899,0.342105263,1,1,15.84210526,3,1.0526
8,1,0,8,19,0,7,1,8,0.642857143,333,0.5,0,0.0,0.46875,0,0,40.375,6,2.125
11,2,0,5,21,43,2,3,9,0.85,116,0.5,0,0.578947368,0.418181818,1,6,9.363636364,2,1.0
2,1,0,18,2,1,18,0,2,2.0,2,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0
5,3,0,10,20,0,2,10,1,0.5625,74,1.0,1,0.833333333,0.375,1,1,13.0,1,0.6
8,2,0,10,61,22,4,7,6,0.642857143,725,1.0,0,0.0,0.196428571,0,0,89.375,54,7.75
15,1,3,8,43,91,4,4,7,0.811688312,833,0.818181818,3,0.0,0.267857143,0,0,53.06666667,14,3.6
2,3,0,7,6,1,0,7,1,2.0,19,0.0,0,0.971428571,0.666666667,1,1,8.5,1,0.5
3,3,0,1,4,3,0,1,3,2.0,10,0.0,0,0.98989899,1.0,2,4,2.333333333,1,0.6667
16,1,0,14,86,108,4,12,4,0.733333333,559,1.0,1,0.0,0.1875,0,0,33.875,4,1.4375
7,2,0,8,11,19,4,6,6,0.833333333,39,1.0,1,0.444444444,0.333333333,0,0,4.428571429,1,0.7143
31,1,0,3,44,139,3,0,25,0.470588235,1283,0.705882353,0,0.0,0.301075269,0,0,39.83870968,7,1.4516
14,1,0,4,43,81,1,3,11,0.857142857,230,0.857142857,0,0.0,0.285714286,0,0,14.92857143,5,1.5714
4,1,0,6,4,6,6,1,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0
30,1,0,3,53,331,3,0,24,0.873563218,767,0.0,0,0.0,0.391666667,0,0,24.36666667,6,2.6333
14,2,1,6,22,29,5,1,14,0.807692308,173,1.0,0,0.1875,0.535714286,0,0,10.78571429,5,1.2857
19,2,0,13,30,145,2,13,19,0.912698413,133,1.0,1,0.4375,0.203007519,1,2,5.631578947,1,0.9474
3,1,0,7,14,3,1,6,1,2.0,88,0.0,0,0.0,0.444444444,0,0,28.33333333,1,0.6667
6,1,0,14,24,15,14,0,5,1.0,116,0.0,0,0.0,0.3,0,0,18.16666667,2,1.0
3,1,0,2,5,1,1,1,2,1.0,41,1.0,1,0.0,0.75,0,0,12.0,3,1.0
0,1,0,1,0,0,1,0,0,2.0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0
13,5,0,12,20,54,3,9,12,0.9,119,1.0,0,0.926174497,0.21875,2,5,7.384615385,2,0.9231
9,3,0,5,16,0,0,5,0,0.579545455,1583,1.0,0,0.826086957,0.366666667,1,3,173.6666667,1,0.8889
2,2,0,9,26,1,1,8,2,2.0,248,0.0,0,0.958333333,1.0,1,1,123.0,1,0.5
11,2,0,7,21,35,2,5,9,0.8,107,0.5,0,0.55,0.257575758,1,4,8.545454545,2,0.9091
8,2,0,6,25,0,1,5,8,0.476190476,195,1.0,2,0.65,0.34375,1,5,22.625,6,1.625
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.555555556,0,0,7.0,2,1.3333
0,1,0,67,0,0,64,4,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
23,4,0,13,96,181,0,13,16,0.715909091,856,1.0,1,0.655737705,0.227272727,0,0,35.86956522,5,1.2609
12,3,1,7,37,0,2,5,9,0.454545455,357,1.0,1,0.444444444,0.416666667,1,3,28.08333333,1,0.8333
71,2,3,23,181,1581,4,20,43,0.878881988,2909,0.739130435,4,0.557692308,0.151020408,2,11,39.64788732,12,1.662
2,2,0,7,6,1,1,6,1,2.0,28,0.0,0,0.947368421,0.625,1,1,13.0,1,0.5
4,3,0,3,6,6,1,2,3,1.333333333,16,0.0,0,0.923076923,0.625,1,2,2.75,1,0.5
11,1,0,3,17,0,3,0,10,0.1,514,0.0,0,0.0,0.4,0,0,45.54545455,11,2.4545
18,3,0,44,93,95,6,43,11,0.833333333,943,1.0,1,0.767123288,0.188888889,2,9,51.05555556,24,5.7778
18,2,0,4,36,0,1,3,13,0.79144385,375,0.545454545,5,0.375,0.226890756,1,2,19.22222222,1,0.8333
2,2,0,7,9,1,3,4,2,2.0,31,0.0,0,0.923076923,0.666666667,0,0,14.5,1,0.5
5,4,0,2,11,10,0,2,5,2.0,30,0.0,0,0.959183673,0.45,0,0,5.0,1,0.8
5,1,1,5,7,6,5,0,5,0.75,32,1.0,0,0.0,0.7,0,0,5.0,1,0.8
4,1,0,2,4,6,1,1,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0
6,7,0,8,36,1,3,7,3,0.666666667,219,1.0,1,0.993811881,0.3,3,13,35.0,8,2.6667
4,1,4,5,6,6,4,1,1,2.0,15,0.0,0,0.0,0.666666667,0,0,2.75,1,0.75
6,5,0,11,25,3,1,11,4,0.75,261,1.0,2,0.961538462,0.4,1,6,41.83333333,10,2.8333
1,1,0,3,1,0,1,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
15,1,0,7,25,49,2,5,12,0.833333333,139,0.833333333,3,0.0,0.208333333,0,0,7.866666667,6,1.2667
2,2,0,11,9,1,3,8,1,2.0,65,0.0,0,0.947368421,0.625,0,0,31.5,1,0.5
16,1,0,20,55,0,9,14,14,0.5,453,1.0,3,0.0,0.198863636,0,0,27.0625,6,1.0625
5,3,0,26,32,0,1,25,4,0.25,253,1.0,1,0.933333333,0.333333333,1,3,49.4,5,1.8
3,4,0,11,27,3,0,11,2,2.0,169,0.0,0,0.96,0.476190476,1,6,55.33333333,8,3.0
3,1,0,1,4,0,1,0,3,0.642857143,55,0.0,0,0.0,0.666666667,0,0,15.0,0,0.0
1,1,0,0,2,0,0,0,1,2.0,7,0.0,0,0.0,1.0,0,0,3.0,0,0.0
5,1,0,5,33,0,3,4,5,0.65,328,1.0,2,0.0,0.466666667,0,0,63.6,3,1.6
5,3,0,8,31,2,1,8,3,0.5,122,1.0,1,0.8,0.4,0,0,23.0,3,1.2
39,2,0,8,58,91,1,7,37,0.848684211,652,0.9375,9,0.229166667,0.216117216,1,4,15.30769231,2,0.9744
4,1,0,0,15,6,0,0,4,2.0,73,0.0,0,0.0,0.333333333,0,0,17.25,1,0.75
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
7,3,0,15,25,0,3,13,6,0.5,118,1.0,1,0.903225806,0.285714286,1,6,15.57142857,5,1.4286
18,2,0,7,58,141,1,6,10,0.847750865,1937,1.0,2,0.2,0.189814815,0,0,105.6666667,4,1.1667
19,3,0,31,84,99,5,31,10,0.814814815,501,0.888888889,5,0.552631579,0.212962963,1,1,24.89473684,9,1.5263
3,1,0,14,19,1,2,12,2,0.5,93,1.0,0,0.0,0.5,0,0,29.0,7,2.3333
1,1,0,21,1,0,20,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
49,1,0,3,69,1150,2,1,48,0.9375,451,0.0,0,0.0,0.191326531,0,0,8.081632653,18,1.7551
5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8
1,1,0,1,1,0,0,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
5,1,12,31,6,10,31,0,5,2.0,19,0.0,0,0.0,0.9,0,0,2.8,1,0.8
31,4,0,3,46,465,1,2,31,2.0,259,0.0,0,0.758064516,0.309677419,0,0,7.35483871,6,1.3871
13,3,0,9,35,26,1,8,9,0.555555556,214,1.0,3,0.592592593,0.307692308,1,1,15.23076923,8,1.3846
2,3,0,7,4,1,5,2,2,2.0,9,0.0,0,0.956521739,0.75,0,0,3.5,1,0.5
23,1,0,2,26,181,2,0,22,0.97979798,3198,0.0,0,0.0,0.25,0,0,137.6521739,17,3.913
11,1,1,2,20,53,2,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909091,2,0.9091
4,1,1,1,9,0,1,0,4,0.0,27,1.0,0,0.0,1.0,0,0,5.5,1,0.75
12,1,0,1,12,66,1,0,12,2.0,12,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0
13,4,0,7,55,30,1,7,10,0.802083333,590,1.0,1,0.866666667,0.5,2,2,43.76923077,1,0.9231
13,2,0,12,37,42,4,9,13,0.611111111,175,1.0,1,0.885714286,0.276923077,1,4,12.23076923,3,1.1538
